subject,model,fit_family,n_obs,S_obs,lambda,p0,p_seen,estimate,unseen,loglik,aic,bic,rmse,rate,scale,mean,shape,size,prob,fit_input,base_model,best_by_rmse,best_by_aic,best_by_bic,best_by_loglik,n_obs_discrete,gof_stat,gof_p,gof_name,mu,J,C,s,q,pred,ranks
parserd,Exponential (incidence-frequency),discretized zero-truncated Exponential on incidence frequencies,8897,8897.0,,1.0,1e-12,8897000000000000.0,8896999999991102.0,-5899996.676841991,11799995.353683982,11800002.447153402,58.67464772552355,510.3632140522506,0.0019593888675088,0.0019593888675088,,,,incidence_frequency,Exponential,Gamma (incidence-frequency),Negative Binomial (incidence-frequency),Negative Binomial (incidence-frequency),Negative Binomial (incidence-frequency),,,,,,,,,,,
parserd,Gamma (incidence-frequency),discretized zero-truncated Gamma on incidence frequencies,8897,8897.0,,0.0008214315978729,0.9991785684021272,8904.31428511118,7.314285111180652,-61345.74541006281,122695.49082012562,122709.6777589661,57.53381395324821,0.0033296833018031,300.3288629457499,368.0668455123897,1.2255460294499754,,,incidence_frequency,Gamma,Gamma (incidence-frequency),Negative Binomial (incidence-frequency),Negative Binomial (incidence-frequency),Negative Binomial (incidence-frequency),,,,,,,,,,,
parserd,Gamma-Poisson (incidence-frequency),zero-truncated Gamma-Poisson on incidence frequencies,8897,8897.0,,0.0008771835417442,0.9991228164582556,8904.811153786442,7.811153786442446,-61341.88639124499,122687.77278248998,122701.95972133048,57.53488043215293,0.003360291344816,297.59324337834425,367.54998995122526,1.2350750500203451,,,incidence_frequency,Gamma-Poisson,Gamma (incidence-frequency),Negative Binomial (incidence-frequency),Negative Binomial (incidence-frequency),Negative Binomial (incidence-frequency),,,,,,,,,,,
parserd,Negative Binomial (incidence-frequency),zero-truncated Negative Binomial on incidence frequencies,8897,8897.0,,0.0008772136741119,0.999122786325888,8904.811422345068,7.811422345068422,-61341.88639093885,122687.7727818777,122701.9597207182,57.534886574086265,,,367.546811523557,,1.235070008800005,0.0033490528430194,incidence_frequency,Negative Binomial,Gamma (incidence-frequency),Negative Binomial (incidence-frequency),Negative Binomial (incidence-frequency),Negative Binomial (incidence-frequency),,,,,,,,,,,
parserd,Poisson (incidence-frequency),zero-truncated Poisson on incidence frequencies,8897,8897.0,367.86759581881535,1.726366757987785e-160,1.0,8897.0,0.0,-736380.8674133879,1472763.7348267755,1472770.828296196,70.89173975360427,,,,,,,incidence_frequency,Poisson,Gamma (incidence-frequency),Negative Binomial (incidence-frequency),Negative Binomial (incidence-frequency),Negative Binomial (incidence-frequency),,,,,,,,,,,
parsere,Exponential (incidence-frequency),discretized zero-truncated Exponential on incidence frequencies,12236,12236.0,,1.0,1e-12,1.2236e+16,1.2235999999987764e+16,-8114236.18498804,16228474.36997608,16228481.782113789,125.5585232912698,15451301.43369336,6.471946743718196e-08,6.471946743718196e-08,,,,incidence_frequency,Exponential,Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),,,,,,,,,,,
parsere,Gamma (incidence-frequency),discretized zero-truncated Gamma on incidence frequencies,12236,12236.0,,1.0,1e-12,1.2236e+16,1.2235999999987764e+16,-8114236.18498804,16228476.36997608,16228491.19425149,125.5585232912698,485165195.4097903,2.061153622438558e-09,4.248354255291589e-18,2.061153622438558e-09,,,incidence_frequency,Gamma,Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),,,,,,,,,,,
parsere,Gamma-Poisson (incidence-frequency),zero-truncated Gamma-Poisson on incidence frequencies,12236,12236.0,,0.0058255497427184,0.9941744502572816,12307.699113403543,71.69911340354338,-79626.60060108418,159257.20120216836,159272.0254775789,122.56813998538696,0.0032446485001141,308.19979420415507,276.5688950637463,0.897368850546811,,,incidence_frequency,Gamma-Poisson,Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),,,,,,,,,,,
parsere,Negative Binomial (incidence-frequency),zero-truncated Negative Binomial on incidence frequencies,12236,12236.0,,0.0058255497427184,0.9941744502572816,12307.699113403543,71.69911340354338,-79626.60060108466,159257.20120216932,159272.02547757985,122.56813998538702,,,276.56889506374637,,0.897368850546811,0.0032341548045783,incidence_frequency,Negative Binomial,Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),,,,,,,,,,,
parsere,Poisson (incidence-frequency),zero-truncated Poisson on incidence frequencies,12236,12236.0,276.5688950637463,7.7206703142126535e-121,1.0,12236.0,0.0,-2325094.8014264083,4650191.602852817,4650199.014990522,139.28164109480744,,,,,,,incidence_frequency,Poisson,Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),,,,,,,,,,,
parserf,Exponential (incidence-frequency),discretized zero-truncated Exponential on incidence frequencies,14186,14186.0,,1.0,1e-12,1.4186e+16,1.4185999999985814e+16,-9407367.973213498,18814737.946426995,18814745.50643784,144.4063043045267,485165195.4097903,2.061153622438558e-09,2.061153622438558e-09,,,,incidence_frequency,Exponential,Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),,,,,,,,,,,
parserf,Gamma (incidence-frequency),discretized zero-truncated Gamma on incidence frequencies,14186,14186.0,,1.0,1e-12,1.4186e+16,1.4185999999985814e+16,-9407367.973213498,18814739.946426995,18814755.066448677,144.4063043045267,485165195.4097903,2.061153622438558e-09,4.248354255291589e-18,2.061153622438558e-09,,,incidence_frequency,Gamma,Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),,,,,,,,,,,
parserf,Gamma-Poisson (incidence-frequency),zero-truncated Gamma-Poisson on incidence frequencies,14186,14186.0,,0.0100904674966004,0.9899095325033996,14330.60247851617,144.60247851616987,-89780.47955318345,179564.9591063669,179580.07912805042,139.1195068438635,0.003019286612827,331.2040651429439,262.20012688566203,0.7916573329874422,,,incidence_frequency,Gamma-Poisson,Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),,,,,,,,,,,
parserf,Negative Binomial (incidence-frequency),zero-truncated Negative Binomial on incidence frequencies,14186,14186.0,,0.0100904674966004,0.9899095325033996,14330.60247851617,144.60247851616987,-89780.47955318421,179564.95910636842,179580.07912805193,139.11950684386355,,,262.2001268856618,,0.7916573329874422,0.0030101979624172,incidence_frequency,Negative Binomial,Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),,,,,,,,,,,
parserf,Poisson (incidence-frequency),zero-truncated Poisson on incidence frequencies,14186,14186.0,262.2001268856619,1.3425539269699832e-114,1.0,14186.0,0.0,-2784390.16287374,5568782.32574748,5568789.885758322,161.02398025061035,,,,,,,incidence_frequency,Poisson,Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),Gamma-Poisson (incidence-frequency),,,,,,,,,,,
